,game_name,seller,raiting,game_price,raiting_amount,offers,size_app,age,number_in_category,category
828,Beat the Boss 2 (17+‪)‬,Game Hive Corporation,3.1,0.0,101.0,0,237200000.0,17,51,Casual
829,Rat On A Scooter XL,Donut Games,4.4,0.0,100.0,0,8800000.0,4,57,Family
830,Geometry Dash Lite,RobTop Games AB,4.3,0.0,104600.0,0,147500000.0,4,5,Music
831,Crazy Hospital: Doctor Dash,Smart Fun Limited,4.7,0.0,10700.0,0,255800000.0,4,22,Simulation
832,Mob Control,Voodoo,4.4,0.0,97500.0,0,268800000.0,12,9,Casual
833,TMNT: Portal Power,Viacom International Inc.,4.4,0.0,183.0,0,633200000.0,9,55,Casual
834,Convenience Stories,"Kairosoft Co.,Ltd",4.8,3.99,623.0,0,292500000.0,4,50,Casual
835,Ready Steady Bang,Cowboy Games Limited,4.4,1.99,197.0,1,20200000.0,9,84,Casual
836,The Real Juggle: Football 2022,Lion Studios LLC,4.7,0.0,160100.0,1,261300000.0,12,11,Sports
837,Cytus II,Rayark International Limited,4.8,2.99,8700.0,0,3900000000.0,12,7,Music
838,Ice Fishing Derby Premium,Paul Halter,4.7,1.99,37.0,0,31800000.0,4,20,Sports
839,Forest Camp Story,"Kairosoft Co.,Ltd",4.5,0.0,88.0,1,274700000.0,4,61,Casual
840,Clusterduck,Prodigy Design Limited T/A Sidhe Interactive,4.8,1.99,94500.0,0,208700000.0,4,79,Casual
841,Tubesnake,Viktor Hesselbom,4.8,0.99,4.0,1,5700000.0,4,9,Racing
842,Traffic Cop 3D,Kwalee Ltd,4.6,0.0,113900.0,1,292100000.0,12,27,Simulation
843,Paper Fold,Good Job Games Bilisim Yazilim ve Pazarlama AS,4.5,0.0,266800.0,1,224600000.0,12,35,Puzzle
844,Beatstar,Space Ape Ltd,4.8,0.0,224400.0,0,401400000.0,9,3,Music
845,"Please, Touch The Artwork",Meynen Studio BVBA,4.4,0.0,13.0,0,321200000.0,4,17,Casual
846,Ball Sort Puzzle,IEC GLOBAL PTY LTD,4.7,0.0,239800.0,0,156200000.0,12,55,Puzzle
847,Growing Up: Life of the '90s,LITTORAL GAMES PTE. LTD.,4.7,0.0,542.0,0,1100000000.0,12,43,Casual
848,Cats & Soup,"HIDEA Co.,Ltd",4.9,0.0,183500.0,0,546000000.0,12,39,Simulation
849,Eatventure,Lessmore UG haftungsbeschraenkt,4.7,0.0,13800.0,0,272500000.0,12,21,Simulation
850,THE KING OF FIGHTERS '98,SNK CORPORATION,3.8,0.0,612.0,0,130100000.0,12,68,Casual
851,Backflip Madness,Hubert Sliwka,4.5,0.0,12700.0,0,18600000.0,9,14,Sports
852,Spaceholes - Arcade Watch Game,Rui Alho,4.4,2.99,88.0,0,67900000.0,9,44,Casual
853,Finding Paradise,X.D. Network Inc.,4.2,0.99,5.0,0,1400000000.0,4,8,Word
854,PAC-MAN,BANDAI NAMCO Entertainment America Inc.,4.3,0.99,35800.0,1,402000000.0,4,10,Family
855,AMAZE!!‪!‬,"CRAZY LABS BY TABTALE , G.P.",4.7,5.99,1100000.0,0,126900000.0,12,20,Puzzle
856,Exposed - Who's Most Likely To,Behind The App,4.6,0.0,62600.0,1,44100000.0,17,4,Trivia
857,METAL SLUG 1,SNK CORPORATION,3.2,0.0,558.0,1,61900000.0,9,42,Casual
858,DOP 4: Draw One Part,SayGames LTD,4.6,0.0,52200.0,1,234600000.0,17,44,Puzzle
859,Battle Bingo: Win Real Money,Acerena Inc,4.8,2.99,13200.0,0,333400000.0,17,80,Casual
860,Ski Safari,Defiant Development Pty.Ltd,4.6,0.99,2500.0,1,161600000.0,4,26,Family
861,My Perfect Hotel,SayGames LTD,4.7,0.0,27100.0,1,257600000.00000003,12,16,Simulation
862,Cooking Fever: Restaurant Game,Nordcurrent UAB,4.5,0.99,228200.0,0,183000000.0,4,15,Strategy
863,RoGold,Alrovi Aps,3.6,0.0,194.0,0,4400000.0,4,8,Casual
864,Sagrada,Dire Wolf Digital LLC,4.7,1.99,614.0,1,366500000.0,4,36,Casual
865,Burger Bistro Story,"Kairosoft Co.,Ltd",4.9,1.99,462.0,0,283900000.0,4,83,Casual
866,AirAttack 2,Peter Puobis,4.8,0.0,412.0,0,511000000.0,9,88,Casual
867,Cytus,Rayark International Limited,4.9,0.0,1600.0,0,1400000000.0,4,11,Music
868,Geometry Dash,RobTop Games AB,4.5,0.0,120100.0,0,97200000.0,4,1,Music
869,Royal Match,Dream Games Teknoloji Anonim Sirketi,4.7,0.0,924800.0,0,252500000.0,4,2,Casual
870,Tiles Hop - EDM Rush,Amanotes Pte Ltd,4.3,0.0,169300.0,0,297000000.0,9,3,Music
871,Infinity 8 Ball,PLAYORCA STUDIOS LIMITED,4.6,0.0,16700.0,0,255400000.0,4,11,Sports
872,Magic Tiles 3: Piano Game,Amanotes Pte Ltd,3.9,0.99,154100.0,1,318700000.0,4,1,Music
873,Couple Life 3D,Li-Ho Tseng,4.5,2.99,25100.0,0,372700000.0,17,56,Simulation
874,Hindsight Game,"Annapurna Games, LLC",3.3,0.99,9.0,0,759600000.0,4,83,Casual
875,Ridiculous Fishing - A Tale of Redemption,Vlambeer vof,3.4,0.99,649.0,0,111000000.0,12,86,Casual
876,Walls - Launch The Ball Game,Nikola Jovanovic,3.5,0.0,244.0,1,88000000.0,4,65,Puzzle
877,Bloons TD 4,Ninja Kiwi Limited,4.4,0.0,183.0,0,24200000.0,4,13,Casual
878,Truck Stop Tycoon,婷 席,4.7,5.99,31000.0,0,283600000.0,9,19,Simulation
879,Retro Twist - Mini Watch Games,Rui Alho,4.8,0.0,121.0,1,69800000.0,4,52,Casual
880,SPACE INVADERS,TAITO Corporation,4.2,1.99,71.0,0,98000000.0,4,96,Casual
881,Pocket Academy 3,"Kairosoft Co.,Ltd",4.9,2.99,214.0,0,455400000.0,4,26,Casual
882,A Dance of Fire and Ice,7th Beat Games S.A.C.,4.8,0.0,2800.0,1,653300000.0,4,5,Music
883,Ink Inc. - Tattoo Drawing,Lion Studios LLC,4.6,0.0,715800.0,1,1400000000.0,12,95,Casual
884,Candy Crush Saga,King.com Limited,4.7,0.0,2700000.0,1,351300000.0,4,6,Puzzle
885,Ball Sort Color Water Puzzle,GLOBAL MOBILE APPLICATION LIMITED COMPANY,4.7,0.0,78000.0,1,137400000.0,12,33,Puzzle
886,Sven's SudokuPad,Sven Neumann,3.8,2.99,62.0,0,3300000.0,4,60,Casual
887,Tall Man Run,SUPERSONIC STUDIOS LTD,4.6,0.0,151600.0,1,304500000.0,12,3,Racing
888,Silent Swipe,Anthony Hindle,4.0,0.0,1.0,0,5300000.0,4,87,Casual
889,Beat Battle,"Dalian Jingmao Electronic Technology Co.,Ltd.",4.6,1.99,72800.0,0,228600000.0,12,6,Music
890,River Raid Classic,"Lost Leaf Studio, LLC",2.6,0.0,22.0,0,49200000.0,4,98,Casual
891,sugar (game‪)‬,Bart BONTE,4.4,0.0,250.0,0,22200000.0,4,14,Puzzle
892,Automatoys,Idle Friday LTD,4.5,0.0,928.0,0,157300000.0,4,90,Casual
893,Wordle‪!‬,Lion Studios Plus LLC,4.6,0.0,549600.0,0,239200000.0,12,1,Word
894,METAL SLUG 4 ACA NEOGEO,SNK CORPORATION,5.0,0.0,4.0,0,198600000.0,12,59,Casual
895,My Hotpot Story,冲 于,4.9,0.0,19400.0,1,670700000.0,12,45,Simulation
896,Crossy Road,Hipster Whale Pty Ltd,4.7,0.0,556600.0,1,180400000.0,9,7,Family
897,Cut the Rope GOLD,ZeptoLab UK Limited,4.8,0.99,1300.0,1,169000000.0,4,99,Casual
898,Teacher Simulator,Kwalee Ltd,4.6,0.0,274300.0,1,187800000.0,12,60,Simulation
899,Bricks Ball Crusher,敏 刘,4.6,0.0,112800.0,1,291900000.0,4,71,Puzzle
900,Red Ball 4,FDG Mobile Games GbR,4.7,1.99,3400.0,0,89300000.0,4,84,Casual
901,Rat On The Run,Donut Games,4.7,0.99,133.0,0,6900000.0,4,89,Casual
902,Text or Die,Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi,4.5,0.99,214800.0,1,269700000.0,12,7,Trivia
903,Duet Game,Kumobius Pty Ltd,4.9,4.99,1600.0,0,87800000.0,4,57,Casual
904,Hill Climb Racing 2,Fingersoft,4.7,0.0,125800.0,1,292200000.0,9,13,Racing
905,Sunday Lawn Seasons,Donut Games,4.7,0.99,371.0,0,13200000.0,4,56,Casual
906,Airport Security,Kwalee Ltd,4.6,2.99,101300.0,0,246900000.0,12,26,Simulation
907,Digit Shooter‪!‬,Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi,4.6,2.99,9700.0,0,163600000.0,12,7,Racing
908,PAKO 2,Tree Men Games OY,4.0,4.99,512.0,0,370700000.0,12,25,Racing
909,Ski Safari 2,SLEEPY Z STUDIOS PTY LTD,4.8,4.99,1700.0,0,162400000.0,4,39,Family
910,Block Dash Watch,Le Thi Thanh Binh,3.7,0.0,91.0,0,34300000.0,4,21,Racing
911,Little Misfortune,Killmonday Games AB,4.2,0.0,229.0,0,1900000000.0,12,63,Casual
912,a new life‪.‬,Angela He,4.7,0.0,197.0,0,200700000.0,4,48,Family
913,Railbound,Lukasz Spierewka,4.8,0.0,42.0,0,193100000.0,4,3,Casual
914,Townscaper,Raw Fury AB,4.6,0.0,558.0,0,101100000.0,4,8,Casual
915,Dragon's Lair 30th Anniversary,Dragon's Lair LLC,2.8,0.0,125.0,1,2100000000.0,12,50,Casual
916,Tropical Resort Story,"Kairosoft Co.,Ltd",4.9,0.0,183.0,0,291100000.0,4,51,Casual
917,Super Stickman Golf 2,Noodlecake Studios Inc,4.6,1.99,5400.0,0,97600000.0,4,24,Sports
918,Merge Studio: Fashion Makeover,Paxie Games Oyun ve Yazilim Anonim Sirketi,4.3,0.0,3000.0,0,364100000.0,4,38,Puzzle
919,Sonic Jump‪™‬,Sega America,4.5,0.0,592.0,0,105000000.0,4,74,Casual
920,The Impossible Game,FlukeDude Ltd,4.1,0.0,258.0,0,15100000.0,4,8,Music
921,Flappy Dunk,Voodoo,4.6,0.0,344500.0,0,172300000.0,12,12,Sports
922,Rent Please! Landlord Sim,"Shimmer Games Co., Ltd.",4.7,0.0,9000.0,1,1900000000.0,4,31,Simulation
923,METAL SLUG X,SNK CORPORATION,3.4,2.99,470.0,0,121800000.0,9,75,Casual
924,Hidden Through Time,Rogueside NV,4.6,0.0,743.0,0,308200000.0,4,95,Casual
925,Gossip Harbor®: Merge & Story,Microfun Limited,4.8,1.99,13500.0,0,597300000.0,4,52,Puzzle
926,ScaleMan,KAYAC Inc.,4.1,0.0,366.0,0,138500000.0,4,16,Racing
927,Infinity Pinball,Hawken King,0.0,1.99,0.0,0,98200000.0,4,58,Casual
928,Color Page ASMR – Art Coloring,SayGames LTD,4.6,1.99,26700.0,1,272900000.0,17,40,Simulation
929,Rules‪!‬,TheCodingMonkeys,4.2,7.99,58.0,0,80200000.0,4,36,Casual
930,Clash of the Olympians,Ironhide S.A.,3.8,0.99,198.0,0,75800000.0,9,82,Casual
931,THE KING OF FIGHTERS-i 2012,SNK CORPORATION,4.3,0.0,326.0,1,1200000000.0,12,98,Casual
932,Makeup Stylist -DIY Salon game,"REMEMBERS INFORMATION TECHNOLOGY CO., LTD.",4.8,0.0,20500.0,1,195500000.0,12,28,Simulation
933,SpongeBob: Sponge on the Run,Viacom International Inc.,4.0,0.0,189.0,0,171900000.0,4,54,Family
934,Block Puzzle - Brain Test Game,Doodle Mobile Limited,4.7,0.0,429100.0,1,147400000.0,4,30,Puzzle
935,Teenage Mutant Ninja Turtles: Rooftop Run,Viacom International Inc.,4.4,0.0,806.0,1,357600000.0,9,68,Casual
936,Hey Beauty: Love & Puzzle,"Appzoa Tech Co., Limited",4.7,0.99,2800.0,0,917300000.0,17,63,Puzzle
937,Pocket Snake,Simon Rybicki,0.0,0.0,0.0,1,1400000.0,4,97,Casual
938,My Home My World: Coin Jackpot,BeheFun Games Limited,4.7,0.0,9800.0,1,377500000.0,17,5,Simulation
939,Hole.io,Voodoo,4.6,0.0,1900000.0,1,283900000.0,12,4,Sports
940,DOP 2: Delete One Part,SayGames LTD,4.6,0.0,135300.0,1,262400000.0,17,56,Puzzle
941,Spot The Hidden Differences,AI GAMES FZ LLC,4.7,0.0,51100.0,0,153600000.0,12,71,Puzzle
942,Block Blast-Block Puzzle Games,ARETIS LIMITED,4.8,0.99,36700.0,1,196500000.0,12,7,Puzzle
943,Sunday Lawn,Donut Games,4.6,0.0,1000.0,0,13400000.0,4,10,Casual
944,Bingo King - Win Real Money,GreenSoft Limited,4.7,2.99,28600.0,0,318000000.0,17,25,Casual
945,BATTLE BEARS ZOMBIES AR,SkyVu Inc.,4.2,2.99,430.0,0,196700000.0,12,93,Casual
946,METAL SLUG 2,SNK CORPORATION,3.7,0.0,303.0,1,89100000.0,9,46,Casual
947,Sonic The Hedgehog 4™ Episode I,Sega America,3.5,0.99,725.0,0,125000000.0,9,41,Casual
948,Tap Away 3D,Popcore GmbH,4.3,0.0,87300.0,0,404800000.0,12,1,Puzzle
949,Multiplayer for Minecraft PE,Innovative Devices UK Limited,3.1,2.99,473.0,0,36700000.0,4,89,Casual
950,Find the Difference: Spot Fun,Longwind Studio,4.8,0.0,5900.0,1,200000000.0,4,24,Puzzle
951,ASMR Simulator-Makeover&Relax,"Xian Diankou Software Technology Co., Ltd.",4.6,0.0,4100.0,0,265000000.0,4,4,Simulation
952,THE KING OF FIGHTERS '97,SNK CORPORATION,3.5,0.0,1000.0,1,105700000.0,12,38,Casual
953,Water Sort Puzzle,IEC GLOBAL PTY LTD,4.7,0.0,332800.0,1,154300000.0,12,16,Puzzle
954,StickWars,John Hartzog,4.3,0.0,93.0,1,17800000.0,12,88,Casual
955,Blockin’ Color - Puzzle Game,Hitapps Inc.,4.7,0.0,10100.0,0,189000000.0,4,93,Casual
956,The President‪.‬,"CRAZY LABS BY TABTALE , G.P.",4.6,1.99,83800.0,0,243000000.0,12,14,Playing
957,Ball Run 2048,KAYAC Inc.,4.4,0.0,62700.0,1,118300000.0,4,33,Simulation
958,Kitty Powers' Matchmaker,Magic Notion Ltd.,4.8,2.99,2100.0,1,220100000.0,12,29,Casual
959,Chameleon Run,Noodlecake Studios Inc,4.7,0.0,19100.0,1,133900000.0,4,16,Racing
960,Ben 10: Up to Speed,"Turner Broadcasting System, Inc.",4.2,0.99,356.0,0,452900000.0,9,67,Casual
961,Collect Em All! Clear the Dots,Voodoo,4.7,0.0,284000.0,1,381100000.0,12,18,Puzzle
962,Pocket Bandit,Seele Games,3.8,0.0,56.0,1,37300000.0,4,23,Casual
963,Perfect Lie,SUPERSONIC STUDIOS LTD,4.7,0.0,27100.0,0,418000000.0,12,5,Family
964,Super Hexagon,Distractionware Limited,4.5,0.0,2200.0,1,35900000.0,4,65,Casual
965,Air Hockey Black,Anthony Hindle,0.0,0.99,0.0,1,15600000.0,4,30,Sports
966,Amazing Breaker,"Dekovir, Inc.",4.5,0.0,1600.0,1,66300000.0,4,94,Casual
967,Loco Looper,James Vanas,4.7,3.99,90.0,1,70600000.0,4,60,Casual
968,Amazing Bingo : Lucky Tour,"FEILINK TECHNOLOGY CO., LIMITED",1.7,3.99,246.0,1,209700000.0,12,13,Board
969,Farming Simulator 18,GIANTS Software GmbH,4.3,0.99,1800.0,1,326500000.0,4,21,Family
970,Day of the Tentacle Remastered,"Double Fine Productions, Inc.",4.8,0.0,215.0,1,2800000000.0,12,94,Family
971,Bejeweled Classic,PopCap,4.6,0.0,117300.0,1,152300000.0,4,67,Family
972,Ludo King,Gametion,3.9,0.99,16100.0,0,169800000.0,4,50,Family
973,Family Style: Co-op Kitchen,"Chef Party, LLC",4.0,4.99,1500.0,1,105700000.0,4,76,Family
974,Heads Up! Charades for Kids,Warner Bros. Entertainment,4.7,0.0,3100.0,1,133700000.0,4,2,Word
975,Hidden Folks,Adriaan de Jongh,4.6,4.99,30.0,0,98200000.0,4,50,Family
976,Shadowmatic,TRIADA Studio LLC,4.8,1.99,1900.0,1,413400000.0,4,69,Family
977,Bounce Merge,Geisha Tokyo Inc.,4.3,0.0,4800.0,0,212100000.0,9,42,Family
978,Psych! Outwit Your Friends,Warner Bros. Entertainment,4.4,0.0,20000.0,0,171000000.0,12,37,Family
979,How Well Do You Know Me‪?‬,DH3 Games Ltd,4.8,0.0,20.0,0,4000000.0,17,32,Trivia
980,Phrase Frenzy - Catch It‪!‬,"Brain Rice Games, LLC",3.6,0.0,55.0,1,7600000.0,12,7,Word
981,Winterbells,Ferry Halim,4.4,0.0,148.0,0,13400000.0,4,76,Family
982,Daily Bible Trivia: Quiz Games,My Daily Bread LLC,5.0,0.0,26300.0,0,185800000.0,4,5,Trivia
983,OLO game,"Rogue Games, Incorporated",4.0,0.0,252.0,0,104000000.0,4,94,Family
984,Adorable Home,HyperBeard Inc.,4.7,0.0,106900.0,0,635400000.0,12,36,Trivia
985,Ice Hockey PRO: game for watch,Gosiha Pte. Ltd.,4.6,0.0,138.0,0,25800000.0,4,8,Sports
986,World of Goo,2D BOY,4.2,0.0,529.0,0,119100000.0,4,19,Family
987,Samorost 2,Amanita Design s.r.o.,3.7,0.0,54.0,0,132600000.0,12,43,Family
988,"$10,000 Pyramid",Gary Jones,5.0,0.0,1.0,0,7900000.0,4,34,Family
989,Farming Simulator 16,GIANTS Software GmbH,4.3,0.0,3200.0,0,210600000.0,4,72,Family
990,Gin Rummy Classic‪•‬,Mobilityware,4.7,0.0,33600.0,1,293000000.0,4,89,Family
991,Curly Crownz Hair Salon,Crownz Organization LLC,3.1,0.0,1500.0,1,51600000.0,4,94,Family
992,Tappy: Self Care Fidgeter,Cameron Nazemi,4.8,1.99,7000.0,0,207700000.0,4,58,Family
993,Kuma Sushi Bar,HyperBeard Inc.,4.8,0.0,15700.0,1,486300000.0,4,55,Trivia
994,WheresGeorge.com Official App,WheresGeorge.com LLC,4.2,0.0,37.0,0,6800000.0,4,18,Family
995,Virtual Families,"LDW Software, LLC",4.3,0.0,3100.0,1,155900000.0,9,23,Family
996,Nail Salon 3D,Lion Studios LLC,4.4,0.0,111400.0,1,313400000.0,12,13,Family
997,Eric Carle’s Brown Bear Animal Parade,StoryToys Entertainment Limited,4.5,1.99,3500.0,1,96700000.0,4,80,Family
998,Solitaire Deluxe® 2: Card Game,Murka Contracting Limited,4.6,6.99,164700.0,1,130900000.0,4,87,Family
999,Pou,Zakeh Limited,4.3,0.0,2900.0,1,40400000.0,4,4,Family
1000,Family Feud® Live‪!‬,Umi Mobile Inc.,4.3,0.0,47100.0,1,321300000.0,12,10,Trivia
1001,CHUCHEL,Amanita Design s.r.o.,4.6,0.0,407.0,1,762900000.0,4,33,Family
1002,Solitaire Games #1,FIOGONIA LIMITED,4.6,6.99,199000.0,1,151300000.0,4,92,Family
1003,Abby Monkey Basic Skills Pre K,"22learn, LLC",3.6,0.99,198.0,1,84500000.0,4,65,Family
1004,Trivia Crack (No Ads‪)‬,Etermax,4.7,0.0,96900.0,1,388500000.0,4,1,Trivia
1005,Merge Dragons‪!‬,Gram Games Limited,4.7,9.99,365900.0,0,411900000.0,9,36,Family
1006,El Hijo,www.handy-games.com GmbH,4.2,0.0,10.0,1,1300000000.0,9,78,Family
1007,FarmVille 3 – Farm Animals,Zynga Inc.,4.6,0.0,48300.0,0,329500000.0,4,20,Family
1008,Glow Hockey 2L,Ariya Studio Company Limited,3.8,3.99,2200.0,0,45000000.0,4,41,Family
1009,Trivia Crack,Etermax,4.6,0.99,680900.0,0,450400000.0,4,3,Trivia
1010,Sky: Children of the Light,thatgamecompany,4.8,0.0,196300.0,1,1900000000.0,9,26,Family
1011,My Talking Angela,Outfit7 Limited,4.4,1.99,292200.0,0,369700000.0,4,28,Family
1012,Headbands: Charades for Adults,Uniqo Lab FZC,4.5,0.0,2300.0,1,80200000.0,12,48,Trivia
1013,FarmVille 2: Country Escape,Zynga Inc.,4.6,0.0,173400.0,1,400700000.0,12,59,Family
1014,Gabbys Dollhouse:Create & Play,Spin Master Limited,3.6,0.0,524.0,1,1000000000.0,4,76,Family
1015,Steve - Widget Game,"Calm Sea Enterprise, SOCIEDAD LIMITADA",4.6,0.0,110600.0,1,147700000.0,4,58,Family
1016,ABC Runner,PLUSDOT Technology Limited,4.4,0.0,17500.0,1,150100000.0,4,42,Family
1017,Virtual Villagers 4,"LDW Software, LLC",4.2,0.99,498.0,0,82600000.0,9,28,Family
1018,Train Simulator PRO USA,MAGEEKS SC,4.0,0.0,37.0,1,2200000000.0,4,33,Family
1019,Gymnastics Superstar Gold Girl,Cocoplay Limited,4.7,3.99,319400.0,0,232900000.0,12,74,Family
1020,Widget Games : Casual Arcade,Hani Abdallah,4.9,0.0,6600.0,1,207200000.0,4,95,Family
1021,Guess Their Answer,TapNation,4.7,0.99,39300.0,1,299300000.0,9,17,Trivia
1022,Pudding Monsters,ZeptoLab UK Limited,4.8,2.99,376.0,0,86700000.0,4,64,Family
1023,Double Dragon Trilogy,DotEmu,3.0,0.99,249.0,1,133100000.0,12,98,Family
1024,Cover Orange,FDG Mobile Games GbR,4.6,2.99,2900.0,1,91800000.0,4,104,Family
1025,That's Pretty Clever,Brettspielwelt GmbH,3.6,2.99,134.0,0,47000000.0,4,101,Family
1026,Pizza maker cooking games,Pazu Games Ltd,4.5,0.99,62700.0,0,148600000.0,4,41,Family
1027,My Town : Hospital,MY TOWN GAMES LTD,4.5,0.0,9200.0,1,200500000.0,4,79,Family
1028,Animal Crossing: Pocket Camp,"Nintendo Co., Ltd.",4.8,0.0,521799.0,1,295300000.0,4,40,Family
1029,Goober's Lab‪™‬,Ganz,4.8,0.0,4.0,1,45800000.0,4,71,Family
1030,Lily’s Garden: Design & Match,Tactile Games ApS,4.8,1.99,240100.0,0,317600000.0,9,23,Family
1031,Sweet Baby Girl Cleanup 5 - No Ads,TUTOTOONS LTD,2.6,0.0,7.0,1,101200000.0,4,97,Family
1032,Cookie Clickers,Tiny Games srl,4.3,0.0,3100.0,1,98800000.0,4,51,Family
1033,Baby Rattle with Child Lock,"General Solutions and Services, LLC",4.3,6.99,762.0,0,167400000.0,4,57,Family
1034,Minion Rush: Running game,Gameloft,4.6,0.0,219900.0,1,422200000.0,9,11,Family
1035,Hyper PA,FUNCELL GAMES PRIVATE LIMITED,4.7,1.99,4300.0,0,465100000.0,12,15,Family
1036,Duck Slide Range,Michael Phipps,0.0,3.99,0.0,0,154700000.0,9,62,Family
1037,Tasty Planet,Dingo Games Inc.,4.3,0.0,76.0,1,38100000.0,9,99,Family
1038,Dino Puzzle for Kids Full Game,CLEVERBIT LTD,4.2,1.99,1400.0,0,144200000.0,4,53,Family
1039,Factory Balls,Bart BONTE,4.8,5.99,95.0,1,26900000.0,4,64,Family
1040,Return to Grisly Manor,Joe Kauffman,4.8,0.0,198.0,1,171900000.0,4,84,Family
1041,Farming Simulator 20,GIANTS Software GmbH,4.4,4.99,7300.0,0,726200000.0,4,6,Family
1042,Incredibox,SO FAR SO GOOD,4.9,0.0,25900.0,1,142700000.0,4,2,Music
1043,Botanicula,Amanita Design s.r.o.,4.6,0.0,470.0,1,639500000.0,9,87,Family
1044,Coloring Match,SUPERSONIC STUDIOS LTD,4.5,0.0,244700.0,1,315300000.0,4,3,Family
1045,Thickety Creek,"Fire Maple Games, LLC",4.6,3.99,166.0,0,169300000.0,4,86,Family
1046,My Baby Pet Salon Makeover,Ninjafish Studios LLC,4.5,0.0,118000.0,1,183800000.0,4,68,Family
1047,Barber Chop,"Lajeune and Associates, LLC",4.2,0.0,6600.0,1,630800000.0,4,16,Family
1048,Shop Craft！ - simulation game,FTY LLC.,0.0,1.99,0.0,1,321500000.0,12,28,Family
1049,Real Pool 3D,Sailendu Behera,4.6,0.0,45100.0,1,103100000.0,4,67,Family
1050,Virtual Villagers 2,"LDW Software, LLC",3.9,0.0,949.0,1,63500000.0,9,60,Family
1051,hocus‪.‬,GAMEBRAIN YAZILIM TEKNOLOJILERI LIMITED SIRKETI,4.3,0.99,222.0,0,18600000.0,4,19,Family
1052,Number Munchers,MotivCode,3.2,1.99,170.0,0,20500000.0,4,72,Family
1053,EverMerge: Merge & match game,"Big Fish Games, Inc",4.6,0.0,119700.0,1,221600000.0,4,40,Family
1054,Loteria Mexicana - Baraja,Ricardo Garcia Gonzalez,4.7,0.99,688.0,1,32700000.000000004,12,75,Family
1055,PJ Masks™: Racing Heroes,Entertainment One Ltd.,3.8,0.99,43.0,0,368100000.0,4,27,Racing
1056,Euchre ‪*‬,FIOGONIA LIMITED,4.6,2.99,36300.0,0,205000000.0,4,90,Family
1057,Draw With Friends Multiplayer,Garima Gupta,3.5,3.99,148.0,0,153300000.0,4,98,Family
1058,My Town : Preschool,MY TOWN GAMES LTD,4.5,0.0,4300.0,1,221900000.0,4,71,Family
1059,Baby care game & Dress up,Pazu Games Ltd,4.4,0.0,14200.0,0,142400000.0,4,98,Family
1060,Papa Louie Pals,Flipline IDS LLC,4.3,0.0,619.0,0,78900000.0,4,81,Family
1061,Virtual Families 3,"LDW Software, LLC",4.8,0.0,63000.0,0,248400000.0,9,47,Family
1062,Jenga®AR,Free Range Games,4.1,0.0,13.0,0,180300000.0,4,49,Family
1063,Tile Triple 3D - Match Master,LIHUHU PTE. LTD.,4.7,0.0,37900.0,1,178900000.0,4,64,Family
1064,Dog Life Simulator ‪!‬,BoomHits sp. z o.o.,4.8,0.0,47200.0,1,330600000.0,12,34,Family
1065,My Dear Farm,HyperBeard Inc.,4.6,0.0,4400.0,1,380300000.0,4,63,Trivia
1066,Cooking Mama: Let's cook‪!‬,Office Create Corp.,4.1,0.0,7400.0,1,238800000.0,4,9,Trivia
1067,2 3 4 Player Games,Jochem Bergman,4.3,0.0,2500.0,1,94600000.0,9,54,Family
1068,Secret of Grisly Manor,Joe Kauffman,4.1,0.0,144.0,1,59600000.0,4,56,Family
1069,Miga Town:Apartment,"XiHe Digital (GuangZhou) Technology Co., Ltd",3.1,0.0,3800.0,0,117500000.0,4,91,Family
1070,Hollywood Story®: Fashion Star,Nanobit d.o.o.,4.7,0.0,86600.0,1,361300000.0,12,63,Family
1071,Uno PlayLink,Ubisoft,4.5,0.0,9500.0,1,410800000.0,4,78,Family
1072,Little Alchemy 2,Jakub Koziol,4.7,0.99,9500.0,0,59500000.0,12,73,Family
1073,2 Player Games - Party Games,Nguyen Thi Thu Huyen,4.2,0.0,639.0,1,314300000.0,4,69,Family
1074,Trainz Simulator 3,N3V Games Pty Ltd,4.1,0.0,788.0,0,3800000000.0,4,36,Family
1075,Pocket Tanks Deluxe,"Blitwise Productions, LLC",4.6,0.0,266.0,0,106500000.0,9,41,Family
1076,Mormon Trail,Joshua Lowe,4.0,7.99,4.0,1,82200000.0,4,71,Family
1077,Love Tester - Crush Test Quiz,DH3 Games Ltd,4.6,4.99,24000.0,1,77600000.0,4,35,Trivia
1078,Trivia Star: Trivia Games Quiz,Super Lucky Games LLC,4.9,1.99,236000.0,0,304900000.0,4,2,Trivia
1079,Webkinz® Classic,Ganz,3.7,0.0,2000.0,1,74300000.0,4,97,Family
1080,Domino - Dominoes online game,"XIMAD, Inc.",4.8,0.0,19300.0,1,250200000.0,12,52,Family
1081,Flower,"Annapurna Games, LLC",4.1,4.99,308.0,0,943200000.0,4,32,Family
1082,Prune,Joel McDonald LLC,4.2,0.0,532.0,0,120800000.0,4,54,Family
1083,Brain Test: Tricky Puzzles,UNICO STUDIO LLC,4.8,0.0,869900.0,0,208100000.0,12,1,Trivia
1084,Trivia Crack 2,Etermax,4.6,0.0,262000.0,0,492500000.0,4,15,Trivia
1085,Ludo STAR,Gameberry Labs Private Limited,4.2,0.0,36000.0,0,138200000.0,17,66,Family
